LANumber,LA_name,Region,Pref_P_1_CY,Pref_P_2_CY,Pref_P_3_CY,Pref_S_1_CY,Pref_S_2_CY,Pref_S_3_CY,Pref_P_T3_CY,Pref_S_T3_CY,Pref_P_1_NY,Pref_P_2_NY,Pref_P_3_NY,Pref_S_1_NY,Pref_S_2_NY,Pref_S_3_NY,Pref_P_T3_NY,Pref_S_T3_NY,For_2_P,For_1_P,For_2_S,For_1_S,Qual_P_1_N,Qual_P_2_N,Qual_P_3_N,Qual_P_4_N,Qual_P_0_N,Qual_P_1_E,Qual_P_2_E,Qual_P_3_E,Qual_P_4_E,Qual_P_0_E,Qual_P_Prop,Qual_P_Propranks,Qual_S_1_N,Qual_S_2_N,Qual_S_3_N,Qual_S_4_N,Qual_S_0_N,Qual_S_1_E,Qual_S_2_E,Qual_S_3_E,Qual_S_4_E,Qual_S_0_E,Qual_S_Prop,Qual_S_Propranks,Quan_P_In,Quan_S_In,Quan_P_PP,Quan_S_PP,Quan_P_UP,Quan_S_UP,Funding,An_P_gro,An_S_gro,Ban_P_gro,Ban_S_gro,Quan_P_RP,Quan_S_RP,Quan_P_Su,Quan_S_Su,Projects_P_NS,Projects_P_EP,Projects_P_ET,Projects_S_NS,Projects_S_EP,Projects_S_ET,Places_P_NS,Places_P_EP,Places_P_ET,Places_S_NS,Places_S_EP,Places_S_ET,Cost_P_NS,Cost_P_EP,Cost_P_ET,Cost_S_NS,Cost_S_EP,Cost_S_ET,CPP_P_NS,CPP_P_EP,CPP_P_ET,CPP_S_NS,CPP_S_EP,CPP_S_ET
803,South Gloucestershire,South West,89.5,6.6,1.2,88.5,7.3,1.4,97.2,97.3,92.1,4.9,1,86.4,8.1,1.7,98,96.2,0.000251414,0.00729101,0.0265254,0.0100981,0,0,0,0,0,3330,20218,1365,0,420,z,z,0,243,34,0,0,0,15632,3998,0,0,0.877256318,63,2105,0,0,0,10.208519,20.251254,44677060.38,0.0163838,0.0871142,0.15827,-0.100895,90,230,0.073133928,0.113571055,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,556617136.1,2519784926,197514464.2,320774503.3,804525285,33289401.01,23423.68961,19618.99254,9275.592383,28377.0792,26983.91028,10412.69972
805,Hartlepool,North East,95.8,2.7,0.3,94.9,3.6,0.3,98.8,98.8,99.3,0.4,0.1,89.8,7.8,1.2,99.8,98.7,-0.0247285,-0.0143923,-0.00442478,0.000707965,0,0,0,0,0,1090,7235,830,0,0,z,z,0,0,0,0,0,1460,2601,1750,0,0,z,z,983,386,0,192,15.576188,13.951779,8640607.52,-0.0584849,-0.00849558,0.0290831,-0.0417232,0,0,0.21398143,0.163144139,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,501506528.6,2270301270,177958576.7,289014651.5,724869316.2,29993420.71,21104.51242,17676.51803,8357.216899,25567.4674,24312.23599,9381.739354
806,Middlesbrough,North East,98.1,1.1,0.3,82.9,9,3.3,99.4,95.1,96.2,2.4,0.6,84.2,8.7,3.6,99.3,96.5,-0.0386812,-0.0176415,-0.00697593,-0.00267411,30,105,0,0,0,932,12304,350,0,0,1,1,0,370,0,0,0,0,7595,1500,0,1050,1,1,950,352,0,60,7.286296,15.948645,17478516.38,-0.050394,0.0288339,0.206999,0.0988885,0,0,0.108955223,0.09479958,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,501506528.6,2270301270,177958576.7,289014651.5,724869316.2,29993420.71,21104.51242,17676.51803,8357.216899,25567.4674,24312.23599,9381.739354
807,Redcar and Cleveland,North East,98.9,0.5,0,92.5,3.9,0.6,99.5,96.9,98.4,0.5,0,95.9,1.6,0.4,98.9,97.9,-0.00286745,-0.00897234,0.00785758,0.00933088,0,0,0,0,0,2011,10054,658,0,0,z,z,0,0,0,0,0,806,3377,525,0,0,z,z,437,0,0,120,13.6603,13.133446,8068965.39,-0.0727037,0.0187845,0.0358341,-0.108081,0,80,0.212056904,0.128526353,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,501506528.6,2270301270,177958576.7,289014651.5,724869316.2,29993420.71,21104.51242,17676.51803,8357.216899,25567.4674,24312.23599,9381.739354
808,Stockton-on-Tees,North East,97.4,1.2,0.3,93.5,4.3,0.9,98.9,98.7,98.3,1,0.1,93,4.2,1.1,99.4,98.4,-0.0110973,-0.00664649,-0.00859671,-0.00286557,0,0,0,0,0,3080,15730,1003,0,0,z,z,0,0,0,0,0,4575,8138,0,0,0,z,z,3554,345,0,300,13.233735,10.658843,61591277.46,-0.0542401,0.0131479,0.154573,0.0934476,0,10,0.195629132,0.086253186,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,501506528.6,2270301270,177958576.7,289014651.5,724869316.2,29993420.71,21104.51242,17676.51803,8357.216899,25567.4674,24312.23599,9381.739354
810,"Kingston upon Hull, City of",Yorkshire and The Humber,94.4,3.2,0.4,88,5.8,1.2,98,95,95.4,2.3,0.5,81.5,8.2,2.9,98.2,92.6,-0.017599,-0.0135542,-0.0116127,-0.00972077,100,210,0,0,0,4550,18580,1715,0,0,1,1,0,0,60,0,0,4600,8400,2010,1550,0,0,82,4799,1475,0,1280,9.431085,3.904934,77998375.47,-0.0417384,0.0228993,0.256352,0.142772,60,80,0.131573802,0.061064205,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,501506528.6,2270301270,177958576.7,289014651.5,724869316.2,29993420.71,21104.51242,17676.51803,8357.216899,25567.4674,24312.23599,9381.739354
811,East Riding of Yorkshire,Yorkshire and The Humber,95.4,2.7,0.2,96.9,2.1,0.1,98.4,99.1,96.2,2.3,0.6,95.5,2.6,0.2,99,98.3,-0.0188803,-0.00573371,-0.012116,-0.00284414,0,0,0,0,0,3175,21603,3402,0,0,z,z,0,0,0,0,0,4032,15209,4225,0,0,z,z,713,636,51,0,14.325,22.408609,20977102.38,-0.0595487,-0.000739477,0.0507811,-0.0955394,70,100,0.195816526,0.230206582,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,501506528.6,2270301270,177958576.7,289014651.5,724869316.2,29993420.71,21104.51242,17676.51803,8357.216899,25567.4674,24312.23599,9381.739354
812,North East Lincolnshire,Yorkshire and The Humber,97,2.2,0.1,94,4.5,0.3,99.4,98.7,98.1,1.5,0,89.6,7.3,0.8,99.6,97.7,0.000602047,0.0150512,0.0256832,0.0207442,0,0,0,0,0,1305,13258,180,420,0,z,z,0,0,0,0,0,3087,4900,2100,0,0,z,z,1561,0,15,100,11.429137,10.221077,20408527.76,-0.0230283,0.0664032,0.0959175,-0.0254573,170,270,0.156210255,0.045891684,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,501506528.6,2270301270,177958576.7,289014651.5,724869316.2,29993420.71,21104.51242,17676.51803,8357.216899,25567.4674,24312.23599,9381.739354
813,North Lincolnshire,Yorkshire and The Humber,97.6,1.6,0.1,91.1,5.4,0.4,99.3,96.9,98,1.5,0,95.3,3.2,0.2,99.5,98.8,-0.00809502,0.00400968,0.00195829,-0.00166455,0,0,0,0,0,2139,10778,1575,0,0,z,z,0,0,0,0,0,0,11018,0,870,0,z,z,915,0,0,195,10.746727,13.946837,13187371.99,-0.0372976,0.027416,0.0696771,0.0397027,0,80,0.150109013,0.123441145,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,501506528.6,2270301270,177958576.7,289014651.5,724869316.2,29993420.71,21104.51242,17676.51803,8357.216899,25567.4674,24312.23599,9381.739354
815,North Yorkshire,Yorkshire and The Humber,95.6,2.5,0.4,92.6,4.1,0.6,98.5,97.3,95.5,3.2,0.4,91,6,0.8,99.1,97.8,-0.0041125,-0.00361617,0.00746199,0.00544942,0,401,0,49,0,5074,34971,6310,1232,420,0.891111111,68,47,95,0,0,0,12610,23494,3333,1680,0,1,1,2789,0,664,0,18.406983,18.324631,70097347.24,-0.0158355,0.0168127,0.0440469,-0.0448913,160,260,0.202924015,0.169714056,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,501506528.6,2270301270,177958576.7,289014651.5,724869316.2,29993420.71,21104.51242,17676.51803,8357.216899,25567.4674,24312.23599,9381.739354
816,York,Yorkshire and The Humber,95.5,2.8,0.8,93.2,3.9,0.7,99,97.9,95.3,2.7,0.4,96,2.6,0.3,98.4,98.9,-0.00884214,-0.0122723,0.00225595,-0.000615258,0,0,0,0,0,2936,10510,1728,73,0,z,z,120,0,0,0,0,6147,4530,0,0,0,1,1,1714,1225,0,358,12.822195,7.513371,47923496.27,-0.0621236,-0.00348646,0.0745352,0.112353,10,40,0.193931556,0.080236541,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,501506528.6,2270301270,177958576.7,289014651.5,724869316.2,29993420.71,21104.51242,17676.51803,8357.216899,25567.4674,24312.23599,9381.739354
821,Luton,East of England,93.9,4.6,0.5,76.9,9.9,4.1,99,90.9,92.5,4.9,1.3,77.9,9.8,5.3,98.6,92.9,-0.0310191,-0.00565198,-0.0102332,0.00220207,0,0,0,0,0,2488,19950,1704,360,0,z,z,0,0,0,0,0,3370,8465,3100,1200,1200,z,z,4934,2972,30,0,8.812646,9.720219,87583146.29,-0.0314197,0.00816062,0.20735,0.277511,0,10,0.125662863,0.070097782,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,545595014.6,2469888195,193603286.7,314422532.9,788594091.2,32630204.95,22959.85417,19230.49764,9091.917286,27815.15684,26449.57542,10206.50765
822,Bedford,East of England,91.9,4.8,1.8,87.9,8.8,1.7,98.5,98.3,94.3,3.8,0.8,88,7.9,2.2,98.9,98,0.0474559,0.00915489,0.0227194,0.016179,0,180,0,0,0,1337,14304,3245,0,0,1,1,0,0,224,0,0,1732,9987,1980,0,0,0,82,9418,0,210,270,17.827782,12.43057,89224200.84,0.0323224,0.108692,0.294606,0.268697,270,1000,0.162974804,0.058664524,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,545595014.6,2469888195,193603286.7,314422532.9,788594091.2,32630204.95,22959.85417,19230.49764,9091.917286,27815.15684,26449.57542,10206.50765
823,Central Bedfordshire,East of England,93.5,3.6,0.8,98.2,1,0.1,97.8,99.3,92.8,3.8,0.8,97.1,1.2,0,97.3,98.3,-0.0103973,0.00753711,0.0501347,0.0207432,0,447,120,45,0,4674,20372,2520,593,360,0.730392157,75,0,493,120,0,0,706,15979,2680,450,900,0.804241436,68,7798,973,510,1470,17.639485,13.279734,106239959.4,0.0599103,0.117315,0.302588,0.116968,270,180,0.096784796,0.122497575,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,545595014.6,2469888195,193603286.7,314422532.9,788594091.2,32630204.95,22959.85417,19230.49764,9091.917286,27815.15684,26449.57542,10206.50765
825,Buckinghamshire,South East,90.6,6,1.4,77.3,10.9,4.1,97.9,92.3,90.3,5.9,1.9,78,10.4,4.4,98.1,92.8,-0.0173856,-0.0094892,-0.00971939,-0.00700771,0,34,0,0,420,6976,35358,2776,914,210,1,1,84,503,31,0,0,14687,19708,3159,3056,0,0.949838188,59,4930,7407,0,1127,8.153345,6.38278,120632713.7,-0.0236893,0.010603,0.163192,0.180866,230,450,0.097761651,0.067020951,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
826,Milton Keynes,South East,94.5,4.1,0.6,79.7,7.2,3.7,99.2,90.6,94.3,4,0.7,78.6,9.1,3.2,98.9,90.8,-0.0190698,-0.0103279,0.00986752,0.00463392,216,0,0,0,0,8586,19666,682,0,330,1,1,0,0,0,0,0,0,18112,0,984,2550,z,z,7366,5831,1260,900,14.280585,12.780544,183640726.3,-0.0258935,0.0693998,0.3006,0.3245,90,0,0.198967753,0.067355149,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
830,Derbyshire,East Midlands,95.9,3,0.5,93.1,4.9,0.5,99.4,98.5,95.1,3.4,0.8,94.6,3.5,0.5,99.3,98.6,-0.00478898,-0.0047373,-0.0113803,-0.00760308,30,112,0,0,210,4330,50085,9059,233,630,1,1,0,50,0,0,0,2972,25111,13578,3056,0,1,1,4271,0,484,125,12.976961,9.920123,67015558.29,-0.0264772,-0.00806609,0.0603902,-0.0412598,480,100,0.159663592,0.087602989,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,567639257.6,2569681657,201425641.7,327126473.6,820456478.8,33948597.07,23887.52504,20007.48744,9459.26748,28939.00156,27518.24514,10618.8918
831,Derby,East Midlands,92,4.9,1,84.5,7.8,2.5,97.9,94.8,92.9,5.1,1,81.6,9.2,3.5,99,94.3,-0.013487,-0.0164746,-0.0120857,-0.000469346,0,0,0,0,210,2539,17678,2870,0,210,z,z,0,0,0,0,0,3027,8143,5022,2460,1260,z,z,3815,4192,0,0,10.378387,14.847669,57204832.84,-0.035382,0.035905,0.201662,0.176085,110,0,0.134694437,0.076063659,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,567639257.6,2569681657,201425641.7,327126473.6,820456478.8,33948597.07,23887.52504,20007.48744,9459.26748,28939.00156,27518.24514,10618.8918
838,Dorset,South West,94.6,3.6,0.6,95.9,1.5,0.1,98.8,97.5,95.7,2.9,0.3,94.9,2.4,0.1,98.9,97.4,-0.00522401,-0.00167168,-0.00688863,-5.22E-05,0,0,0,0,0,3375,18888,4776,555,0,z,z,68,0,0,0,0,3719,16760,1813,1151,0,1,1,z,z,0,120,15.871004,13.567052,34324643.02,-0.0381561,-0.0081933,z,z,120,60,0.184013108,0.15353393,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,556617136.1,2519784926,197514464.2,320774503.3,804525285,33289401.01,23423.68961,19618.99254,9275.592383,28377.0792,26983.91028,10412.69972
839,"Bournemouth, Christchurch and Poole",South West,94.4,4.2,0.6,79.1,8.7,3.6,99.1,91.4,93.6,4.7,0.8,81.2,9.1,3.2,99.1,93.5,-0.018251,-0.00515709,-0.000441133,0.00147044,0,0,0,0,420,4513,24391,1169,0,420,z,z,0,79,0,0,750,8353,15687,1399,889,0,1,1,z,z,0,56,9.636215,16.080385,45177107.13,-0.0516441,0.0404862,z,z,30,0,0.152644691,0.087228891,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,556617136.1,2519784926,197514464.2,320774503.3,804525285,33289401.01,23423.68961,19618.99254,9275.592383,28377.0792,26983.91028,10412.69972
840,County Durham,North East,96.9,2.3,0.2,90.3,4.4,0.6,99.4,95.3,95.1,2.7,0.4,91.9,5.2,0.6,98.2,97.6,0.00657738,-0.0022013,0.0365708,0.0177268,0,200,0,0,0,5358,36189,3641,193,0,1,1,0,0,0,0,0,7311,16387,7618,1315,0,z,z,3473,0,711,0,17.676495,18.617954,32089545.94,-0.0354064,0.0478921,0.0537421,0.00400075,60,170,0.228656197,0.117645579,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,501506528.6,2270301270,177958576.7,289014651.5,724869316.2,29993420.71,21104.51242,17676.51803,8357.216899,25567.4674,24312.23599,9381.739354
841,Darlington,North East,92.5,3.7,0.9,93.1,4.6,0.8,97,98.5,97,2,0.2,88.7,5.9,2.2,99.2,96.8,-0.03316,-0.013056,-0.00535975,-0.0103947,0,0,0,0,0,1005,7104,1575,0,0,z,z,64,0,0,0,0,1953,3318,700,900,0,1,1,840,866,0,0,11.040773,9.042335,14377754.59,-0.0680531,0.00438525,0.0752889,0.0830255,0,0,0.167079719,0.066207559,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,501506528.6,2270301270,177958576.7,289014651.5,724869316.2,29993420.71,21104.51242,17676.51803,8357.216899,25567.4674,24312.23599,9381.739354
845,East Sussex,South East,91.3,5.4,0.7,88.7,6.8,1.6,97.5,97.1,93.1,4.7,0.8,88.8,6.4,1.5,98.5,96.7,-0.0116606,-0.0104036,0.000682077,-0.00071997,30,0,0,0,0,4085,31377,2775,1430,0,1,1,0,30,50,0,0,1400,22689,4450,750,0,0.375,80,1997,1458,44,440,8.496552,10.800101,99201060.34,-0.0480597,0.0242895,0.0906254,0.0193518,30,80,0.135878013,0.076857754,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
846,Brighton and Hove,South East,94.3,4.3,0.8,84.5,9.9,2.4,99.4,96.8,94.7,4.4,0.6,82.5,10.9,2.6,99.7,95.9,0.00362611,-0.00460458,0.0170272,0.00764991,0,0,0,0,0,2422,16410,1499,0,0,z,z,0,0,0,0,0,0,13735,0,1150,0,z,z,2586,2263,0,0,15.902668,14.692644,62215954,-0.0562335,-0.00797894,0.0455558,0.0648156,0,70,0.214590218,0.143720094,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
850,Hampshire,South East,93.6,4.2,0.9,92.1,5.1,0.8,98.6,98,93,4.8,1,90,5.9,1.4,98.8,97.3,-0.0115404,-0.00269654,-0.0121353,-0.00480387,0,540,0,0,0,23508,82508,6576,259,1155,1,1,0,555,51,0,1050,7122,63480,6495,946,0,0.915841584,62,12464,2322,0,90,8.81335,10.857701,272060853.7,-0.0112387,0.00878381,0.129208,0.0450055,880,1310,0.101952087,0.08461875,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
851,Portsmouth,South East,94.3,4.3,0.2,86,8.5,0.7,98.8,95.2,94.5,4.4,0.4,87.4,8.5,1.2,99.4,97,-0.0176019,-0.00780226,-0.0117762,0.00428224,0,120,0,0,0,540,14770,1140,0,0,1,1,0,0,0,0,0,1640,8960,900,0,0,z,z,1517,1730,0,30,8.507242,11.677741,41163140.06,-0.0410711,0.0455474,0.194973,0.129369,10,130,0.120309367,0.055298308,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
852,Southampton,South East,90.5,5.8,1.2,82.1,7.9,2.7,97.5,92.7,89.8,6.6,1,84.8,7.6,2.4,97.4,94.8,-0.0325608,-0.0112809,0.00267569,-0.00424963,0,0,0,0,0,3234,15829,2658,0,0,z,z,0,0,0,0,0,1200,7084,2961,0,0,z,z,5247,976,0,900,12.07265,7.352053,73110412.06,-0.0524562,0.0225073,0.245338,0.239828,0,60,0.150156365,0.064400661,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
855,Leicestershire,East Midlands,93,4,0.9,84.8,6.5,1.6,97.9,92.9,94.3,3.7,1,90.7,5.7,1.4,99,97.8,0.0153103,-0.00149458,0.0356393,0.0105223,0,0,0,0,210,8042,47228,5317,0,420,z,z,0,0,0,0,0,5611,29713,5667,6453,0,z,z,8484,0,1838,1353,10.942274,10.513447,162923817.2,0.035396,0.0683192,0.135686,0.0837445,590,1260,0.110712983,0.072053917,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,567639257.6,2569681657,201425641.7,327126473.6,820456478.8,33948597.07,23887.52504,20007.48744,9459.26748,28939.00156,27518.24514,10618.8918
856,Leicester,East Midlands,96.3,2.5,0.4,84.4,7.8,1.8,99.2,93.9,95.3,2.6,0.4,85.3,9.3,1.7,98.3,96.4,-0.017072,-0.0162533,4.54E-05,0.000952943,0,79,0,0,0,4625,25093,4314,0,420,1,1,0,63,0,0,1200,5936,11045,2990,0,2100,1,1,6720,4798,0,330,4.538924,12.334664,175906103.4,-0.06098,0.0252303,0.285492,0.307291,0,40,0.107707823,0.065449389,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,567639257.6,2569681657,201425641.7,327126473.6,820456478.8,33948597.07,23887.52504,20007.48744,9459.26748,28939.00156,27518.24514,10618.8918
857,Rutland,East Midlands,95.5,4.5,0,96.7,2.7,0,100,99.4,98.4,1,0,98,1.1,0.3,99.3,99.4,0.0318215,0.0160936,0.000339328,-0.000339328,0,0,0,0,0,511,2791,0,0,0,z,z,30,150,0,0,0,1050,1815,0,0,0,1,1,75,294,0,150,16.596002,7.356322,7730797.29,-0.00877835,0.0498812,0.100201,0.239798,0,0,0.179285281,0.031611894,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,567639257.6,2569681657,201425641.7,327126473.6,820456478.8,33948597.07,23887.52504,20007.48744,9459.26748,28939.00156,27518.24514,10618.8918
860,Staffordshire,West Midlands,94.7,3.1,0.7,93.5,4,0.9,98.5,98.4,95.3,3.4,0.4,91.4,5.4,1,99,97.9,-0.00580282,-0.0124949,0.0137847,0.0070188,40,303,0,0,210,8734,57398,6440,0,840,1,1,0,525,0,0,0,1800,44973,11419,665,1550,1,1,8282,4659,1510,275,12.599482,16.045396,123430825,-0.00542602,0.030457,0.106373,0.000822698,250,430,0.146509701,0.128874219,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,529061832.3,2395043098,187736520.4,304894577.4,764697300.6,31641410.86,22264.10101,18647.75529,8816.404641,26972.2733,25648.07314,9897.219538
861,Stoke-on-Trent,West Midlands,94.7,3.2,0.2,88.2,6.6,2,98.1,96.9,95.1,2.4,0.5,89.2,6.5,1.4,98,97.1,-0.00284591,-0.0165334,0.0123749,0.00243441,0,0,0,0,0,4065,15211,4580,420,0,z,z,0,450,0,0,0,1115,12089,2250,0,0,1,1,4347,111,0,120,8.193277,6.960513,37323538.57,-0.035461,0.0334055,0.191314,0.164868,0,170,0.120448179,0.010063188,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,529061832.3,2395043098,187736520.4,304894577.4,764697300.6,31641410.86,22264.10101,18647.75529,8816.404641,26972.2733,25648.07314,9897.219538
865,Wiltshire,South West,95,3.4,0.6,95.4,2.9,0.3,98.9,98.7,95.7,3.1,0.5,95.1,3.1,0.3,99.3,98.5,0.0389028,0.0220405,0.0188228,0.0114655,0,0,30,0,0,4565,32825,6760,1064,945,0,77,35,70,213,0,0,5999,24848,5629,0,0,0.330188679,81,5860,3585,364,230,18.1175,17.970321,73586019.36,0.00966594,0.0588213,0.111249,0.0495865,0,300,0.18722666,0.136832229,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,556617136.1,2519784926,197514464.2,320774503.3,804525285,33289401.01,23423.68961,19618.99254,9275.592383,28377.0792,26983.91028,10412.69972
866,Swindon,South West,97.3,2,0.1,86.9,7.2,2.3,99.4,96.3,95.5,3.2,0.3,88.4,6.8,1.8,99.1,97,-0.00868974,-0.0120394,-0.0243189,0.00053871,0,0,0,0,420,2440,16419,2365,210,840,z,z,0,250,0,0,0,0,10418,2788,0,2680,1,1,5160,4727,390,150,12.318074,23.481514,26435898.45,-0.0384485,0.0304756,0.25443,0.161215,0,10,0.156035621,0.146597572,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,556617136.1,2519784926,197514464.2,320774503.3,804525285,33289401.01,23423.68961,19618.99254,9275.592383,28377.0792,26983.91028,10412.69972
867,Bracknell Forest,South East,91.3,5.4,1.6,83,8.6,3.2,98.4,94.9,92.7,5.5,1,83.8,8.6,2.6,99.2,95,-0.0383065,-0.0291331,-0.011651,-0.013214,0,69,0,0,0,1049,9362,420,0,630,1,1,0,0,0,0,0,2592,5689,0,0,1365,z,z,1750,2572,280,0,12.50225,19.948341,52785927.44,-0.0878024,0.0260017,0.194317,0.272234,0,30,0.227901023,0.107026851,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
868,Windsor and Maidenhead,South East,83.8,8.2,2.6,80.6,9.3,1.9,94.6,91.8,85,8.2,3.1,76.3,9.4,4.3,96.3,89.9,-0.00489396,0.00706906,-0.0114712,0.00245016,0,0,0,0,0,3779,7960,420,360,0,z,z,0,0,0,0,0,4430,7943,0,0,0,z,z,2480,2530,0,66,11.525661,14.643016,33004042.27,-0.0316295,0.0122508,0.241868,0.162782,0,0,0.146872309,0.132012526,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
869,West Berkshire,South East,93.8,4.1,0.9,88.2,8.5,1.1,98.8,97.7,94.1,4,0.6,88.3,7.9,1.1,98.8,97.3,0.0149888,-0.00672178,0.0205188,0.00967867,0,32,0,0,210,1195,12158,609,0,0,1,1,0,69,0,0,0,5185,7175,0,1267,0,1,1,1372,930,0,60,9.324915,9.623248,39546197.15,-0.034227,0.0262292,0.0875557,0.0536406,20,10,0.12890453,0.07006395,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
870,Reading,South East,89,6.6,1.9,68.8,16.4,5.4,97.5,90.6,91.4,5.6,1,74.2,13.4,5.3,98,92.8,-0.0302962,-0.00940228,0.019695,-0.021601,0,0,0,0,0,2000,11970,420,0,420,z,z,0,0,0,0,0,2703,5385,2800,0,0,z,z,3881,3452,0,0,12.02889,16.274798,64466777.3,-0.0146258,0.0110546,0.349003,0.533515,0,260,0.126075447,0.15079188,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
871,Slough,South East,89.9,6.9,1.1,64.4,13.8,5.1,97.8,83.3,89.8,6.8,1.4,64.5,14,5.6,98,84.1,-0.0300414,-0.0105535,0.00737021,0.00680327,0,30,0,0,0,3150,14016,0,840,0,1,1,90,0,0,0,0,7746,5613,905,2240,0,1,1,5287,6990,0,0,5.443126,12.986119,82225167.24,-0.0440727,0.0252693,0.446652,0.514226,10,0,0.116445208,0.063273682,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
872,Wokingham,South East,92.3,5.9,0.8,76.2,11.3,4.4,99.1,91.9,88.9,6.7,1.8,75.9,11.8,4.4,97.4,92.1,-0.035457,-0.00297055,-0.0170629,-0.0027972,0,236,0,0,0,3241,11803,945,0,420,1,1,0,172,0,0,0,3235,9321,560,0,0,1,1,3583,3220,480,385,7.748443,8.808712,65293252.29,-0.0113134,0.0697436,0.33137,0.266982,50,400,0.105378208,0.037167846,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,622749865.2,2819165313,220981529.3,358886325.4,900112447.6,37244577.37,26206.70223,21949.96195,10377.64296,31748.61336,30189.91942,11649.85216
873,Cambridgeshire,East of England,95,3.1,0.6,89.7,5.5,2,98.8,97.1,94.8,3.5,0.5,86.5,6.8,1.9,98.8,95.3,0.00117557,-0.00284096,0.0171111,-0.00209036,0,438,0,0,0,4144,48032,6331,1200,1260,1,1,0,0,0,0,0,8991,21924,8154,600,600,z,z,15258,5377,2301,1350,19.611059,15.282734,183212322.2,0.0136366,0.0627109,0.186678,0.123876,160,590,0.217567309,0.107238566,z,z,z,12,144,41,23763,128436,21294,11304,29815,3197,545595014.6,2469888195,193603286.7,314422532.9,788594091.2,32630204.95,22959.85417,19230.49764,9091.917286,27815.15684,26449.57542,10206.50765
